pair,ttime,cp,upprob,pipgain
usd_cad,2011-03-25 15:00:00,0.9754,0.4599,22.5548
usd_cad,2011-03-25 16:00:00,0.9776,0.4319,50.1227
usd_cad,2011-03-25 17:00:00,0.9825,0.3837,-14.2494
usd_cad,2011-03-25 18:00:00,0.9811,0.4463,1.0193
usd_cad,2011-03-25 19:00:00,0.9812,0.4390,7.1341
usd_cad,2011-03-25 20:00:00,0.9819,0.4412,-2.0369
usd_cad,2011-03-27 22:00:00,0.9817,0.4783,-4.0746
usd_cad,2011-03-27 23:00:00,0.9813,0.4763,3.0572
usd_cad,2011-03-28 00:00:00,0.9816,0.4684,-2.0375
usd_cad,2011-03-28 01:00:00,0.9814,0.4763,-1.0190
usd_cad,2011-03-28 02:00:00,0.9813,0.4780,-6.1143
usd_cad,2011-03-28 03:00:00,0.9807,0.4845,0.0000
usd_cad,2011-03-28 04:00:00,0.9807,0.4806,6.1181
usd_cad,2011-03-28 06:00:00,0.9813,0.4690,-2.0381
usd_cad,2011-03-28 07:00:00,0.9811,0.4747,-5.0963
usd_cad,2011-03-28 08:00:00,0.9806,0.4793,-8.1583
usd_cad,2011-03-28 09:00:00,0.9798,0.4868,2.0412
usd_cad,2011-03-28 10:00:00,0.9800,0.4758,-14.2857
usd_cad,2011-03-28 11:00:00,0.9786,0.4889,-5.1093
usd_cad,2011-03-28 12:00:00,0.9781,0.4838,-10.2239
usd_cad,2011-03-28 13:00:00,0.9771,0.4875,-21.4922
usd_cad,2011-03-28 14:00:00,0.9750,0.5095,0.0000
usd_cad,2011-03-28 15:00:00,0.9750,0.4831,6.1538
usd_cad,2011-03-28 16:00:00,0.9756,0.4683,11.2751
usd_cad,2011-03-28 17:00:00,0.9767,0.4504,1.0239
usd_cad,2011-03-28 18:00:00,0.9768,0.4494,-9.2138
usd_cad,2011-03-28 19:00:00,0.9759,0.4628,6.1482
usd_cad,2011-03-28 20:00:00,0.9765,0.4516,17.4091
usd_cad,2011-03-28 22:00:00,0.9782,0.4361,0.0000
usd_cad,2011-03-28 23:00:00,0.9782,0.4483,-2.0446
usd_cad,2011-03-29 00:00:00,0.9780,0.4497,-4.0900
usd_cad,2011-03-29 01:00:00,0.9776,0.4578,-3.0687
usd_cad,2011-03-29 02:00:00,0.9773,0.4692,1.0232
usd_cad,2011-03-29 03:00:00,0.9774,0.4644,-9.2081
usd_cad,2011-03-29 04:00:00,0.9765,0.4775,-2.0481
usd_cad,2011-03-29 05:00:00,0.9763,0.4728,-10.2428
usd_cad,2011-03-29 06:00:00,0.9753,0.4855,-6.1520
usd_cad,2011-03-29 07:00:00,0.9747,0.4894,3.0779
usd_cad,2011-03-29 08:00:00,0.9750,0.4736,-2.0513
usd_cad,2011-03-29 09:00:00,0.9748,0.4753,7.1810
usd_cad,2011-03-29 11:00:00,0.9755,0.4574,10.2512
usd_cad,2011-03-29 12:00:00,0.9765,0.4451,-8.1925
usd_cad,2011-03-29 13:00:00,0.9757,0.4680,11.2740
usd_cad,2011-03-29 14:00:00,0.9768,0.4458,-5.1188
usd_cad,2011-03-29 15:00:00,0.9763,0.4597,-4.0971
usd_cad,2011-03-29 16:00:00,0.9759,0.4680,-1.0247
usd_cad,2011-03-29 17:00:00,0.9758,0.4618,-8.1984
usd_cad,2011-03-29 18:00:00,0.9750,0.4774,1.0256
usd_cad,2011-03-29 19:00:00,0.9751,0.4681,-4.1021
usd_cad,2011-03-29 20:00:00,0.9747,0.4722,-4.1038
usd_cad,2011-03-29 22:00:00,0.9743,0.4748,0.0000
usd_cad,2011-03-29 23:00:00,0.9743,0.4682,-4.1055
usd_cad,2011-03-30 00:00:00,0.9739,0.4744,4.1072
usd_cad,2011-03-30 01:00:00,0.9743,0.4640,-4.1055
usd_cad,2011-03-30 02:00:00,0.9739,0.4695,7.1876
usd_cad,2011-03-30 03:00:00,0.9746,0.4567,-10.2606
usd_cad,2011-03-30 04:00:00,0.9736,0.4732,-6.1627
usd_cad,2011-03-30 05:00:00,0.9730,0.4745,-4.1110
usd_cad,2011-03-30 06:00:00,0.9726,0.4722,2.0563
usd_cad,2011-03-30 07:00:00,0.9728,0.4659,-2.0559
usd_cad,2011-03-30 08:00:00,0.9726,0.4656,-1.0282
usd_cad,2011-03-30 09:00:00,0.9725,0.4642,-18.5090
usd_cad,2011-03-30 10:00:00,0.9707,0.4861,-6.1811
usd_cad,2011-03-30 11:00:00,0.9701,0.4833,0.0000
usd_cad,2011-03-30 12:00:00,0.9701,0.4726,2.0616
usd_cad,2011-03-30 13:00:00,0.9703,0.4676,9.2755
usd_cad,2011-03-30 14:00:00,0.9712,0.4487,0.0000
usd_cad,2011-03-30 15:00:00,0.9712,0.4537,2.0593
usd_cad,2011-03-30 16:00:00,0.9714,0.4535,-1.0294
usd_cad,2011-03-30 17:00:00,0.9713,0.4566,-4.1182
usd_cad,2011-03-30 18:00:00,0.9709,0.4640,2.0599
usd_cad,2011-03-30 19:00:00,0.9711,0.4560,5.1488
usd_cad,2011-03-30 23:00:00,0.9716,0.4520,2.0585
usd_cad,2011-03-31 00:00:00,0.9718,0.4546,-11.3192
usd_cad,2011-03-31 01:00:00,0.9707,0.4724,0.0000
usd_cad,2011-03-31 02:00:00,0.9707,0.4655,5.1509
usd_cad,2011-03-31 03:00:00,0.9712,0.4591,5.1483
usd_cad,2011-03-31 04:00:00,0.9717,0.4570,-6.1747
usd_cad,2011-03-31 05:00:00,0.9711,0.4674,-2.0595
usd_cad,2011-03-31 06:00:00,0.9709,0.4679,-2.0599
usd_cad,2011-03-31 07:00:00,0.9707,0.4708,2.0604
usd_cad,2011-03-31 08:00:00,0.9709,0.4684,-8.2398
usd_cad,2011-03-31 09:00:00,0.9701,0.4751,-7.2158
usd_cad,2011-03-31 10:00:00,0.9694,0.4788,0.0000
usd_cad,2011-03-31 11:00:00,0.9694,0.4712,-4.1263
usd_cad,2011-03-31 12:00:00,0.9690,0.4764,23.7358
usd_cad,2011-03-31 13:00:00,0.9713,0.4372,-6.1773
usd_cad,2011-03-31 14:00:00,0.9707,0.4581,18.5433
usd_cad,2011-03-31 15:00:00,0.9725,0.4331,-7.1979
usd_cad,2011-03-31 16:00:00,0.9718,0.4521,-20.5804
usd_cad,2011-03-31 17:00:00,0.9698,0.4916,-5.1557
usd_cad,2011-03-31 18:00:00,0.9693,0.4780,-6.1900
usd_cad,2011-03-31 19:00:00,0.9687,0.4868,9.2908
usd_cad,2011-03-31 20:00:00,0.9696,0.4636,1.0314
usd_cad,2011-03-31 22:00:00,0.9697,0.4606,-1.0312
usd_cad,2011-03-31 23:00:00,0.9696,0.4619,3.0941
usd_cad,2011-04-01 00:00:00,0.9699,0.4558,-5.1552
usd_cad,2011-04-01 01:00:00,0.9694,0.4686,4.1263
usd_cad,2011-04-01 02:00:00,0.9698,0.4596,-1.0311
usd_cad,2011-04-01 03:00:00,0.9697,0.4632,-1.0312
usd_cad,2011-04-01 04:00:00,0.9696,0.4658,0.0000
usd_cad,2011-04-01 05:00:00,0.9696,0.4634,-5.1568
usd_cad,2011-04-01 06:00:00,0.9691,0.4690,-4.1275
usd_cad,2011-04-01 07:00:00,0.9687,0.4711,1.0323
usd_cad,2011-04-01 08:00:00,0.9688,0.4623,-6.1932
usd_cad,2011-04-01 09:00:00,0.9682,0.4716,7.2299
usd_cad,2011-04-01 10:00:00,0.9689,0.4576,-8.2568
usd_cad,2011-04-01 11:00:00,0.9681,0.4720,-3.0989
usd_cad,2011-04-01 12:00:00,0.9678,0.4727,-28.9316
usd_cad,2011-04-01 13:00:00,0.9650,0.5051,16.5803
usd_cad,2011-04-01 14:00:00,0.9666,0.4612,-23.7947
usd_cad,2011-04-01 15:00:00,0.9643,0.4981,-14.5183
usd_cad,2011-04-01 16:00:00,0.9629,0.5013,12.4624
usd_cad,2011-04-01 17:00:00,0.9641,0.4526,2.0745
usd_cad,2011-04-01 18:00:00,0.9643,0.4652,4.1481
usd_cad,2011-04-01 19:00:00,0.9647,0.4514,-2.0732
usd_cad,2011-04-01 20:00:00,0.9645,0.4510,-1.0368
usd_cad,2011-04-03 22:00:00,0.9644,0.4557,-11.4061
usd_cad,2011-04-03 23:00:00,0.9633,0.4730,-1.0381
usd_cad,2011-04-04 00:00:00,0.9632,0.4668,0.0000
usd_cad,2011-04-04 01:00:00,0.9632,0.4610,-4.1528
usd_cad,2011-04-04 03:00:00,0.9628,0.4677,-2.0773
usd_cad,2011-04-04 04:00:00,0.9626,0.4610,-4.1554
usd_cad,2011-04-04 05:00:00,0.9622,0.4650,-2.0786
usd_cad,2011-04-04 06:00:00,0.9620,0.4648,-2.0790
usd_cad,2011-04-04 07:00:00,0.9618,0.4666,4.1589
usd_cad,2011-04-04 08:00:00,0.9622,0.4550,11.4321
usd_cad,2011-04-04 09:00:00,0.9633,0.4425,4.1524
usd_cad,2011-04-04 10:00:00,0.9637,0.4466,7.2637
usd_cad,2011-04-04 11:00:00,0.9644,0.4395,-4.1477
usd_cad,2011-04-04 12:00:00,0.9640,0.4528,18.6722
usd_cad,2011-04-04 13:00:00,0.9658,0.4323,13.4603
usd_cad,2011-04-04 14:00:00,0.9671,0.4275,2.0680
usd_cad,2011-04-04 15:00:00,0.9673,0.4419,5.1690
usd_cad,2011-04-04 16:00:00,0.9678,0.4394,1.0333
usd_cad,2011-04-04 17:00:00,0.9679,0.4531,3.0995
usd_cad,2011-04-04 18:00:00,0.9682,0.4588,-8.2628
usd_cad,2011-04-04 19:00:00,0.9674,0.4747,-1.0337
usd_cad,2011-04-04 20:00:00,0.9673,0.4740,-5.1690
usd_cad,2011-04-04 23:00:00,0.9668,0.4802,5.1717
usd_cad,2011-04-05 00:00:00,0.9673,0.4709,-6.2028
usd_cad,2011-04-05 01:00:00,0.9667,0.4781,7.2411
usd_cad,2011-04-05 02:00:00,0.9674,0.4639,2.0674
usd_cad,2011-04-05 03:00:00,0.9676,0.4605,3.1005
usd_cad,2011-04-05 04:00:00,0.9679,0.4620,-9.2985
usd_cad,2011-04-05 05:00:00,0.9670,0.4736,5.1706
usd_cad,2011-04-05 06:00:00,0.9675,0.4648,8.2687
usd_cad,2011-04-05 07:00:00,0.9683,0.4530,0.0000
usd_cad,2011-04-05 08:00:00,0.9683,0.4600,-15.4911
usd_cad,2011-04-05 09:00:00,0.9668,0.4783,7.2404
usd_cad,2011-04-05 10:00:00,0.9675,0.4600,-8.2687
usd_cad,2011-04-05 11:00:00,0.9667,0.4762,-14.4823
usd_cad,2011-04-05 12:00:00,0.9653,0.4925,3.1078
usd_cad,2011-04-05 13:00:00,0.9656,0.4686,-4.1425
usd_cad,2011-04-05 14:00:00,0.9652,0.4764,-4.1442
usd_cad,2011-04-05 15:00:00,0.9648,0.4772,-13.4743
usd_cad,2011-04-05 16:00:00,0.9635,0.4834,-2.0758
usd_cad,2011-04-05 17:00:00,0.9633,0.4778,3.1143
usd_cad,2011-04-05 18:00:00,0.9636,0.4651,-4.1511
usd_cad,2011-04-05 19:00:00,0.9632,0.4694,6.2292
usd_cad,2011-04-05 20:00:00,0.9638,0.4512,1.0376
usd_cad,2011-04-05 22:00:00,0.9639,0.4524,-3.1124
usd_cad,2011-04-05 23:00:00,0.9636,0.4602,-1.0378
usd_cad,2011-04-06 00:00:00,0.9635,0.4568,-8.3031
usd_cad,2011-04-06 02:00:00,0.9627,0.4694,1.0387
usd_cad,2011-04-06 03:00:00,0.9628,0.4641,-4.1545
usd_cad,2011-04-06 04:00:00,0.9624,0.4655,0.0000
