pair,ttime,cp,upprob,pipgain
nzd_usd,2011-04-14 05:00:00,0.7921,0.4171,30.2992
nzd_usd,2011-04-14 06:00:00,0.7945,0.4149,-25.1731
nzd_usd,2011-04-14 09:00:00,0.7925,0.4587,-37.8549
nzd_usd,2011-04-14 10:00:00,0.7895,0.5530,-13.9329
nzd_usd,2011-04-14 11:00:00,0.7884,0.5580,15.2207
nzd_usd,2011-04-14 12:00:00,0.7896,0.5149,2.5329
nzd_usd,2011-04-14 13:00:00,0.7898,0.4863,10.1291
nzd_usd,2011-04-14 14:00:00,0.7906,0.4753,15.1783
nzd_usd,2011-04-14 15:00:00,0.7918,0.4523,-1.2629
nzd_usd,2011-04-14 16:00:00,0.7917,0.4678,23.9990
nzd_usd,2011-04-14 17:00:00,0.7936,0.4538,-12.6008
nzd_usd,2011-04-14 18:00:00,0.7926,0.4671,3.7850
nzd_usd,2011-04-14 19:00:00,0.7929,0.4918,6.3060
nzd_usd,2011-04-14 22:00:00,0.7934,0.4720,-3.7812
nzd_usd,2011-04-14 23:00:00,0.7931,0.4889,16.3914
nzd_usd,2011-04-15 00:00:00,0.7944,0.4721,-3.7764
nzd_usd,2011-04-15 02:00:00,0.7941,0.4723,-10.0743
nzd_usd,2011-04-15 03:00:00,0.7933,0.5038,18.9084
nzd_usd,2011-04-15 04:00:00,0.7948,0.4766,-5.0327
nzd_usd,2011-04-15 05:00:00,0.7944,0.4759,8.8117
nzd_usd,2011-04-15 06:00:00,0.7951,0.4813,-3.7731
nzd_usd,2011-04-15 07:00:00,0.7948,0.4768,-1.2582
nzd_usd,2011-04-15 08:00:00,0.7947,0.4945,11.3250
nzd_usd,2011-04-15 09:00:00,0.7956,0.4762,-7.5415
nzd_usd,2011-04-15 11:00:00,0.7950,0.4868,22.6415
nzd_usd,2011-04-15 12:00:00,0.7968,0.4693,-27.6104
nzd_usd,2011-04-15 13:00:00,0.7946,0.4922,16.3604
nzd_usd,2011-04-15 14:00:00,0.7959,0.5023,13.8208
nzd_usd,2011-04-15 15:00:00,0.7970,0.4550,-1.2547
nzd_usd,2011-04-15 16:00:00,0.7969,0.4791,16.3132
nzd_usd,2011-04-15 18:00:00,0.7982,0.4594,8.7697
nzd_usd,2011-04-15 19:00:00,0.7989,0.4528,3.7552
nzd_usd,2011-04-15 20:00:00,0.7992,0.4677,-1.2513
nzd_usd,2011-04-17 22:00:00,0.7991,0.4765,-28.7824
nzd_usd,2011-04-17 23:00:00,0.7968,0.5221,-33.8855
nzd_usd,2011-04-18 00:00:00,0.7941,0.5694,-10.0743
nzd_usd,2011-04-18 01:00:00,0.7933,0.5628,10.0845
nzd_usd,2011-04-18 02:00:00,0.7941,0.5218,13.8522
nzd_usd,2011-04-18 04:00:00,0.7952,0.4831,-18.8632
nzd_usd,2011-04-18 05:00:00,0.7937,0.4982,-1.2599
nzd_usd,2011-04-18 06:00:00,0.7936,0.5097,-7.5605
nzd_usd,2011-04-18 07:00:00,0.7930,0.5074,-11.3493
nzd_usd,2011-04-18 08:00:00,0.7921,0.5260,-10.0997
nzd_usd,2011-04-18 09:00:00,0.7913,0.5245,2.5275
nzd_usd,2011-04-18 10:00:00,0.7915,0.5127,-16.4245
nzd_usd,2011-04-18 11:00:00,0.7902,0.5196,-34.1686
nzd_usd,2011-04-18 12:00:00,0.7875,0.5597,-6.3492
nzd_usd,2011-04-18 13:00:00,0.7870,0.5532,-12.7065
nzd_usd,2011-04-18 14:00:00,0.7860,0.5412,-1.2723
nzd_usd,2011-04-18 15:00:00,0.7859,0.5311,10.1794
nzd_usd,2011-04-18 16:00:00,0.7867,0.4922,15.2536
nzd_usd,2011-04-18 17:00:00,0.7879,0.4681,12.6920
nzd_usd,2011-04-18 18:00:00,0.7889,0.4541,8.8731
nzd_usd,2011-04-18 19:00:00,0.7896,0.4551,17.7305
nzd_usd,2011-04-18 20:00:00,0.7910,0.4486,-27.8129
nzd_usd,2011-04-18 22:00:00,0.7888,0.4933,-38.0325
nzd_usd,2011-04-18 23:00:00,0.7858,0.5605,13.9985
nzd_usd,2011-04-19 00:00:00,0.7869,0.5285,11.4373
nzd_usd,2011-04-19 01:00:00,0.7878,0.4890,-40.6194
nzd_usd,2011-04-19 02:00:00,0.7846,0.5367,20.3926
nzd_usd,2011-04-19 03:00:00,0.7862,0.5125,-17.8072
nzd_usd,2011-04-19 04:00:00,0.7848,0.5009,-8.9195
nzd_usd,2011-04-19 06:00:00,0.7841,0.5365,-3.8260
nzd_usd,2011-04-19 07:00:00,0.7838,0.5094,31.8959
nzd_usd,2011-04-19 08:00:00,0.7863,0.4709,-3.8153
nzd_usd,2011-04-19 09:00:00,0.7860,0.4603,30.5344
nzd_usd,2011-04-19 10:00:00,0.7884,0.4501,-10.1471
nzd_usd,2011-04-19 11:00:00,0.7876,0.4520,11.4271
nzd_usd,2011-04-19 12:00:00,0.7885,0.4810,-8.8776
nzd_usd,2011-04-19 13:00:00,0.7878,0.4795,8.8855
nzd_usd,2011-04-19 14:00:00,0.7885,0.4940,-8.8776
nzd_usd,2011-04-19 15:00:00,0.7878,0.4904,-7.6161
nzd_usd,2011-04-19 16:00:00,0.7872,0.5126,10.1626
nzd_usd,2011-04-19 17:00:00,0.7880,0.4899,0.0000
nzd_usd,2011-04-19 18:00:00,0.7880,0.4858,-11.4213
nzd_usd,2011-04-19 19:00:00,0.7871,0.5041,7.6229
nzd_usd,2011-04-19 20:00:00,0.7877,0.4930,17.7733
nzd_usd,2011-04-19 23:00:00,0.7891,0.4645,13.9399
nzd_usd,2011-04-20 00:00:00,0.7902,0.4521,20.2480
nzd_usd,2011-04-20 01:00:00,0.7918,0.4372,21.4701
nzd_usd,2011-04-20 02:00:00,0.7935,0.4258,8.8217
nzd_usd,2011-04-20 03:00:00,0.7942,0.4377,-7.5548
nzd_usd,2011-04-20 04:00:00,0.7936,0.4707,-8.8206
nzd_usd,2011-04-20 05:00:00,0.7929,0.4980,1.2612
nzd_usd,2011-04-20 06:00:00,0.7930,0.5003,11.3493
nzd_usd,2011-04-20 07:00:00,0.7939,0.4828,17.6345
nzd_usd,2011-04-20 08:00:00,0.7953,0.4589,46.5233
nzd_usd,2011-04-20 09:00:00,0.7990,0.4083,-10.0125
nzd_usd,2011-04-20 10:00:00,0.7982,0.4299,17.5395
nzd_usd,2011-04-20 11:00:00,0.7996,0.4562,-33.7669
nzd_usd,2011-04-20 12:00:00,0.7969,0.4926,8.7840
nzd_usd,2011-04-20 13:00:00,0.7976,0.5220,-17.5527
nzd_usd,2011-04-20 14:00:00,0.7962,0.5085,10.0477
nzd_usd,2011-04-20 15:00:00,0.7970,0.5139,2.5094
nzd_usd,2011-04-20 16:00:00,0.7972,0.4798,-31.3598
nzd_usd,2011-04-20 17:00:00,0.7947,0.5307,6.2917
nzd_usd,2011-04-20 18:00:00,0.7952,0.5203,-11.3179
nzd_usd,2011-04-20 19:00:00,0.7943,0.5107,10.0718
nzd_usd,2011-04-20 20:00:00,0.7951,0.5058,22.6387
nzd_usd,2011-04-20 22:00:00,0.7969,0.4534,-11.2938
nzd_usd,2011-04-20 23:00:00,0.7960,0.4779,10.0503
nzd_usd,2011-04-21 00:00:00,0.7968,0.4812,25.1004
nzd_usd,2011-04-21 01:00:00,0.7988,0.4442,11.2669
