pair,ttime,cp,upprob,pipgain
gbp_usd,2011-05-27 06:00:00,1.6430,0.4918,6.6951
gbp_usd,2011-05-27 07:00:00,1.6441,0.4571,-0.6082
gbp_usd,2011-05-27 08:00:00,1.6440,0.4691,-21.8978
gbp_usd,2011-05-27 09:00:00,1.6404,0.5280,15.2402
gbp_usd,2011-05-27 10:00:00,1.6429,0.4613,-11.5649
gbp_usd,2011-05-27 11:00:00,1.6410,0.5108,11.5783
gbp_usd,2011-05-27 12:00:00,1.6429,0.4703,0.6087
gbp_usd,2011-05-27 13:00:00,1.6430,0.4990,-5.4778
gbp_usd,2011-05-27 14:00:00,1.6421,0.5068,25.5770
gbp_usd,2011-05-27 15:00:00,1.6463,0.4374,16.4004
gbp_usd,2011-05-27 16:00:00,1.6490,0.4382,-1.2129
gbp_usd,2011-05-27 17:00:00,1.6488,0.4721,-13.9495
gbp_usd,2011-05-27 18:00:00,1.6465,0.5255,4.2514
gbp_usd,2011-05-27 19:00:00,1.6472,0.4695,4.2496
gbp_usd,2011-05-27 20:00:00,1.6479,0.4629,16.9913
gbp_usd,2011-05-29 23:00:00,1.6507,0.4294,-13.9335
gbp_usd,2011-05-30 00:00:00,1.6484,0.5020,-3.6399
gbp_usd,2011-05-30 01:00:00,1.6478,0.5042,1.8206
gbp_usd,2011-05-30 02:00:00,1.6481,0.4932,0.6068
gbp_usd,2011-05-30 03:00:00,1.6482,0.4792,-4.8538
gbp_usd,2011-05-30 05:00:00,1.6474,0.4974,0.0000
gbp_usd,2011-05-30 06:00:00,1.6474,0.4893,-2.4281
gbp_usd,2011-05-30 07:00:00,1.6470,0.4979,-4.2502
gbp_usd,2011-05-30 08:00:00,1.6463,0.5134,9.1113
gbp_usd,2011-05-30 09:00:00,1.6478,0.4728,-6.0687
gbp_usd,2011-05-30 10:00:00,1.6468,0.5093,1.8217
gbp_usd,2011-05-30 11:00:00,1.6471,0.5041,-1.8214
gbp_usd,2011-05-30 12:00:00,1.6468,0.5118,0.0000
gbp_usd,2011-05-30 13:00:00,1.6468,0.4978,-6.6796
gbp_usd,2011-05-30 14:00:00,1.6457,0.5193,0.0000
gbp_usd,2011-05-30 15:00:00,1.6457,0.5049,-3.6459
gbp_usd,2011-05-30 16:00:00,1.6451,0.5151,9.7259
gbp_usd,2011-05-30 17:00:00,1.6467,0.4824,1.8218
gbp_usd,2011-05-30 18:00:00,1.6470,0.4944,-0.6072
gbp_usd,2011-05-30 19:00:00,1.6469,0.5054,-1.2144
gbp_usd,2011-05-30 20:00:00,1.6467,0.5094,4.2509
gbp_usd,2011-05-30 22:00:00,1.6474,0.4890,6.0702
gbp_usd,2011-05-30 23:00:00,1.6484,0.4757,9.0997
gbp_usd,2011-05-31 00:00:00,1.6499,0.4649,18.1829
gbp_usd,2011-05-31 01:00:00,1.6529,0.4345,1.2100
gbp_usd,2011-05-31 02:00:00,1.6531,0.4759,7.8640
gbp_usd,2011-05-31 03:00:00,1.6544,0.4621,-1.8133
gbp_usd,2011-05-31 04:00:00,1.6541,0.4780,0.6046
gbp_usd,2011-05-31 05:00:00,1.6542,0.4659,-7.2543
gbp_usd,2011-05-31 06:00:00,1.6530,0.4868,7.8645
gbp_usd,2011-05-31 07:00:00,1.6543,0.4495,-18.1346
gbp_usd,2011-05-31 08:00:00,1.6513,0.5147,-6.6614
gbp_usd,2011-05-31 09:00:00,1.6502,0.5092,-4.8479
gbp_usd,2011-05-31 10:00:00,1.6494,0.5085,4.8502
gbp_usd,2011-05-31 11:00:00,1.6502,0.4834,1.2120
