pair,ttime,cp,upprob,pipgain
eur_usd,2011-05-31 02:00:00,1.4402,0.4701,-11.8039
eur_usd,2011-05-31 03:00:00,1.4385,0.4967,-6.9517
eur_usd,2011-05-31 04:00:00,1.4375,0.5362,6.2609
eur_usd,2011-05-31 05:00:00,1.4384,0.4781,-1.3904
eur_usd,2011-05-31 06:00:00,1.4382,0.4416,-3.4766
eur_usd,2011-05-31 07:00:00,1.4377,0.4885,23.6489
eur_usd,2011-05-31 08:00:00,1.4411,0.4959,-4.8574
eur_usd,2011-05-31 09:00:00,1.4404,0.4808,4.1655
eur_usd,2011-05-31 10:00:00,1.4410,0.5507,-4.1638
eur_usd,2011-05-31 11:00:00,1.4404,0.5347,-13.8850
eur_usd,2011-05-31 12:00:00,1.4384,0.5188,2.0857
eur_usd,2011-05-31 13:00:00,1.4387,0.5276,13.2064
eur_usd,2011-05-31 14:00:00,1.4406,0.4826,-20.8247
eur_usd,2011-05-31 15:00:00,1.4376,0.4860,-0.6956
eur_usd,2011-05-31 16:00:00,1.4375,0.5631,-4.1739
eur_usd,2011-05-31 17:00:00,1.4369,0.5074,9.7432
eur_usd,2011-05-31 18:00:00,1.4383,0.4832,-0.6953
eur_usd,2011-05-31 19:00:00,1.4382,0.4946,5.5625
eur_usd,2011-05-31 20:00:00,1.4390,0.5062,2.7797
eur_usd,2011-05-31 22:00:00,1.4394,0.5036,22.9262
eur_usd,2011-05-31 23:00:00,1.4427,0.4985,-2.0794
eur_usd,2011-06-01 00:00:00,1.4424,0.4762,-13.1725
eur_usd,2011-06-01 01:00:00,1.4405,0.5177,6.9420
eur_usd,2011-06-01 02:00:00,1.4415,0.5115,2.0812
eur_usd,2011-06-01 03:00:00,1.4418,0.4544,2.0807
eur_usd,2011-06-01 04:00:00,1.4421,0.4703,9.0146
eur_usd,2011-06-01 05:00:00,1.4434,0.4934,3.4640
eur_usd,2011-06-01 06:00:00,1.4439,0.4834,-7.6183
eur_usd,2011-06-01 07:00:00,1.4428,0.5153,-6.2379
eur_usd,2011-06-01 08:00:00,1.4419,0.5326,-9.7094
eur_usd,2011-06-01 09:00:00,1.4405,0.5058,6.9420
eur_usd,2011-06-01 10:00:00,1.4415,0.4943,-14.5682
eur_usd,2011-06-01 11:00:00,1.4394,0.4864,13.8947
eur_usd,2011-06-01 12:00:00,1.4414,0.5132,-0.6938
eur_usd,2011-06-01 13:00:00,1.4413,0.4893,-0.6938
eur_usd,2011-06-01 14:00:00,1.4412,0.5130,9.7141
eur_usd,2011-06-01 15:00:00,1.4426,0.5129,2.7728
eur_usd,2011-06-01 16:00:00,1.4430,0.4810,-24.2550
eur_usd,2011-06-01 17:00:00,1.4395,0.5145,2.0841
eur_usd,2011-06-01 18:00:00,1.4398,0.5394,-18.0581
eur_usd,2011-06-01 19:00:00,1.4372,0.4742,-22.9613
eur_usd,2011-06-01 20:00:00,1.4339,0.5137,-6.9740
eur_usd,2011-06-01 22:00:00,1.4329,0.5192,10.4683
eur_usd,2011-06-01 23:00:00,1.4344,0.4613,0.6972
eur_usd,2011-06-02 00:00:00,1.4345,0.4696,6.9711
eur_usd,2011-06-02 01:00:00,1.4355,0.5247,2.0899
eur_usd,2011-06-02 02:00:00,1.4358,0.5148,-0.6965
eur_usd,2011-06-02 03:00:00,1.4357,0.5157,-0.6965
eur_usd,2011-06-02 04:00:00,1.4356,0.5131,6.9657
