pair,ttime,cp,upprob,pipgain
eur_usd,2011-05-31 02:00:00,1.4402,0.4442,-11.8039
eur_usd,2011-05-31 03:00:00,1.4385,0.4978,-6.9517
eur_usd,2011-05-31 04:00:00,1.4375,0.5147,6.2609
eur_usd,2011-05-31 05:00:00,1.4384,0.5031,-1.3904
eur_usd,2011-05-31 06:00:00,1.4382,0.5066,-3.4766
eur_usd,2011-05-31 07:00:00,1.4377,0.5041,23.6489
eur_usd,2011-05-31 08:00:00,1.4411,0.4610,-4.8574
eur_usd,2011-05-31 09:00:00,1.4404,0.4730,4.1655
eur_usd,2011-05-31 10:00:00,1.4410,0.4746,-4.1638
eur_usd,2011-05-31 11:00:00,1.4404,0.4825,-13.8850
eur_usd,2011-05-31 12:00:00,1.4384,0.5109,2.0857
eur_usd,2011-05-31 13:00:00,1.4387,0.4932,13.2064
eur_usd,2011-05-31 14:00:00,1.4406,0.4693,-20.8247
eur_usd,2011-05-31 15:00:00,1.4376,0.5149,-0.6956
eur_usd,2011-05-31 16:00:00,1.4375,0.5019,-4.1739
eur_usd,2011-05-31 17:00:00,1.4369,0.5040,9.7432
eur_usd,2011-05-31 18:00:00,1.4383,0.4935,-0.6953
eur_usd,2011-05-31 19:00:00,1.4382,0.4908,5.5625
eur_usd,2011-05-31 20:00:00,1.4390,0.4906,2.7797
eur_usd,2011-05-31 22:00:00,1.4394,0.4894,22.9262
eur_usd,2011-05-31 23:00:00,1.4427,0.4596,-2.0794
eur_usd,2011-06-01 00:00:00,1.4424,0.4849,-13.1725
eur_usd,2011-06-01 01:00:00,1.4405,0.5235,6.9420
eur_usd,2011-06-01 02:00:00,1.4415,0.5041,2.0812
eur_usd,2011-06-01 03:00:00,1.4418,0.5026,2.0807
eur_usd,2011-06-01 04:00:00,1.4421,0.5038,9.0146
eur_usd,2011-06-01 05:00:00,1.4434,0.4847,3.4640
eur_usd,2011-06-01 06:00:00,1.4439,0.4885,-7.6183
eur_usd,2011-06-01 07:00:00,1.4428,0.5036,-6.2379
eur_usd,2011-06-01 08:00:00,1.4419,0.5059,-9.7094
eur_usd,2011-06-01 09:00:00,1.4405,0.5178,6.9420
eur_usd,2011-06-01 10:00:00,1.4415,0.4957,-14.5682
eur_usd,2011-06-01 11:00:00,1.4394,0.5147,13.8947
eur_usd,2011-06-01 12:00:00,1.4414,0.4872,-0.6938
eur_usd,2011-06-01 13:00:00,1.4413,0.4841,-0.6938
eur_usd,2011-06-01 14:00:00,1.4412,0.4946,9.7141
eur_usd,2011-06-01 15:00:00,1.4426,0.4837,2.7728
eur_usd,2011-06-01 16:00:00,1.4430,0.4907,-24.2550
eur_usd,2011-06-01 17:00:00,1.4395,0.5334,2.0841
eur_usd,2011-06-01 18:00:00,1.4398,0.5154,-18.0581
eur_usd,2011-06-01 19:00:00,1.4372,0.5356,-22.9613
eur_usd,2011-06-01 20:00:00,1.4339,0.5553,-6.9740
