pair,ttime,cp,upprob,pipgain
gbp_usd,2011-05-27 06:00:00,1.6430,0.4995,6.6951
gbp_usd,2011-05-27 07:00:00,1.6441,0.4762,-0.6082
gbp_usd,2011-05-27 08:00:00,1.6440,0.4846,-21.8978
gbp_usd,2011-05-27 09:00:00,1.6404,0.5271,15.2402
gbp_usd,2011-05-27 10:00:00,1.6429,0.4776,-11.5649
gbp_usd,2011-05-27 11:00:00,1.6410,0.5106,11.5783
gbp_usd,2011-05-27 12:00:00,1.6429,0.4841,0.6087
gbp_usd,2011-05-27 13:00:00,1.6430,0.5033,-5.4778
gbp_usd,2011-05-27 14:00:00,1.6421,0.5088,25.5770
gbp_usd,2011-05-27 15:00:00,1.6463,0.4627,16.4004
gbp_usd,2011-05-27 16:00:00,1.6490,0.4618,-1.2129
gbp_usd,2011-05-27 17:00:00,1.6488,0.4810,-13.9495
gbp_usd,2011-05-27 18:00:00,1.6465,0.5183,4.2514
gbp_usd,2011-05-27 19:00:00,1.6472,0.4770,4.2496
gbp_usd,2011-05-27 20:00:00,1.6479,0.4713,16.9913
gbp_usd,2011-05-29 23:00:00,1.6507,0.4477,-13.9335
gbp_usd,2011-05-30 00:00:00,1.6484,0.4998,-3.6399
gbp_usd,2011-05-30 01:00:00,1.6478,0.5049,1.8206
gbp_usd,2011-05-30 02:00:00,1.6481,0.5001,0.6068
gbp_usd,2011-05-30 03:00:00,1.6482,0.4966,-4.8538
gbp_usd,2011-05-30 05:00:00,1.6474,0.5019,0.0000
gbp_usd,2011-05-30 06:00:00,1.6474,0.5003,-2.4281
gbp_usd,2011-05-30 07:00:00,1.6470,0.5037,-4.2502
gbp_usd,2011-05-30 08:00:00,1.6463,0.5171,9.1113
gbp_usd,2011-05-30 09:00:00,1.6478,0.4883,-6.0687
gbp_usd,2011-05-30 10:00:00,1.6468,0.5059,1.8217
gbp_usd,2011-05-30 11:00:00,1.6471,0.4977,-1.8214
gbp_usd,2011-05-30 12:00:00,1.6468,0.5033,0.0000
gbp_usd,2011-05-30 13:00:00,1.6468,0.4972,-6.6796
gbp_usd,2011-05-30 14:00:00,1.6457,0.5103,0.0000
gbp_usd,2011-05-30 15:00:00,1.6457,0.4989,-3.6459
gbp_usd,2011-05-30 16:00:00,1.6451,0.5000,9.7259
