pair,ttime,cp,upprob,pipgain
eur_gbp,2011-05-25 03:00:00,0.8691,0.4932,0.0000
eur_gbp,2011-05-25 04:00:00,0.8691,0.4732,-6.9037
eur_gbp,2011-05-25 05:00:00,0.8685,0.4753,-4.6056
eur_gbp,2011-05-25 06:00:00,0.8681,0.5159,3.4558
eur_gbp,2011-05-25 07:00:00,0.8684,0.4851,0.0000
eur_gbp,2011-05-25 08:00:00,0.8684,0.4832,19.5762
eur_gbp,2011-05-25 09:00:00,0.8701,0.4611,-17.2394
eur_gbp,2011-05-25 10:00:00,0.8686,0.5442,-23.0256
eur_gbp,2011-05-25 11:00:00,0.8666,0.5906,10.3854
eur_gbp,2011-05-25 12:00:00,0.8675,0.4684,-9.2219
eur_gbp,2011-05-25 13:00:00,0.8667,0.3951,-21.9222
eur_gbp,2011-05-25 14:00:00,0.8648,0.5050,0.0000
eur_gbp,2011-05-25 15:00:00,0.8648,0.5065,17.3451
eur_gbp,2011-05-25 16:00:00,0.8663,0.3718,3.4630
eur_gbp,2011-05-25 17:00:00,0.8666,0.4611,-17.3090
eur_gbp,2011-05-25 18:00:00,0.8651,0.6129,-3.4678
eur_gbp,2011-05-25 19:00:00,0.8648,0.5606,3.4690
eur_gbp,2011-05-25 20:00:00,0.8651,0.4601,1.1559
eur_gbp,2011-05-25 22:00:00,0.8652,0.4354,-2.3116
eur_gbp,2011-05-25 23:00:00,0.8650,0.4767,-10.4046
eur_gbp,2011-05-26 00:00:00,0.8641,0.5130,32.4037
eur_gbp,2011-05-26 01:00:00,0.8669,0.4152,3.4606
eur_gbp,2011-05-26 02:00:00,0.8672,0.4317,6.9188
eur_gbp,2011-05-26 03:00:00,0.8678,0.5023,-9.2187
eur_gbp,2011-05-26 04:00:00,0.8670,0.5859,14.9942
eur_gbp,2011-05-26 05:00:00,0.8683,0.4497,10.3651
eur_gbp,2011-05-26 06:00:00,0.8692,0.4178,0.0000
eur_gbp,2011-05-26 07:00:00,0.8692,0.4670,13.8058
eur_gbp,2011-05-26 08:00:00,0.8704,0.4753,-13.7868
eur_gbp,2011-05-26 09:00:00,0.8692,0.5269,9.2039
eur_gbp,2011-05-26 10:00:00,0.8700,0.4909,-13.7931
eur_gbp,2011-05-26 11:00:00,0.8688,0.5172,3.4530
eur_gbp,2011-05-26 12:00:00,0.8691,0.4581,-13.8074
eur_gbp,2011-05-26 13:00:00,0.8679,0.5206,-20.7397
eur_gbp,2011-05-26 14:00:00,0.8661,0.5457,-41.5656
eur_gbp,2011-05-26 15:00:00,0.8625,0.6187,-8.1159
eur_gbp,2011-05-26 16:00:00,0.8618,0.5121,10.4433
eur_gbp,2011-05-26 17:00:00,0.8627,0.3592,-10.4324
eur_gbp,2011-05-26 18:00:00,0.8618,0.4578,10.4433
eur_gbp,2011-05-26 19:00:00,0.8627,0.5599,-3.4775
eur_gbp,2011-05-26 20:00:00,0.8624,0.5933,1.1596
eur_gbp,2011-05-26 22:00:00,0.8625,0.5539,1.1594
eur_gbp,2011-05-26 23:00:00,0.8626,0.5360,2.3186
eur_gbp,2011-05-27 00:00:00,0.8628,0.4405,4.6361
eur_gbp,2011-05-27 01:00:00,0.8632,0.4283,5.7924
eur_gbp,2011-05-27 02:00:00,0.8637,0.4515,2.3156
eur_gbp,2011-05-27 03:00:00,0.8639,0.4480,40.5139
eur_gbp,2011-05-27 04:00:00,0.8674,0.3880,-10.3758
eur_gbp,2011-05-27 05:00:00,0.8665,0.4787,3.4622
eur_gbp,2011-05-27 06:00:00,0.8668,0.5487,-5.7683
eur_gbp,2011-05-27 07:00:00,0.8663,0.5388,4.6173
eur_gbp,2011-05-27 08:00:00,0.8667,0.4148,-9.2304
eur_gbp,2011-05-27 09:00:00,0.8659,0.4733,-8.0841
eur_gbp,2011-05-27 10:00:00,0.8652,0.4773,15.0254
eur_gbp,2011-05-27 11:00:00,0.8665,0.4211,-1.1541
eur_gbp,2011-05-27 12:00:00,0.8664,0.4823,25.3924
eur_gbp,2011-05-27 13:00:00,0.8686,0.4628,-19.5717
eur_gbp,2011-05-27 14:00:00,0.8669,0.5983,-10.3818
eur_gbp,2011-05-27 15:00:00,0.8660,0.5889,2.3095
eur_gbp,2011-05-27 16:00:00,0.8662,0.5227,-6.9268
eur_gbp,2011-05-27 17:00:00,0.8656,0.4211,12.7079
eur_gbp,2011-05-27 18:00:00,0.8667,0.4269,4.6152
eur_gbp,2011-05-27 19:00:00,0.8671,0.4782,-4.6131
eur_gbp,2011-05-27 20:00:00,0.8667,0.5108,14.9994
eur_gbp,2011-05-29 22:00:00,0.8680,0.5371,-24.1935
eur_gbp,2011-05-29 23:00:00,0.8659,0.5522,10.3938
eur_gbp,2011-05-30 00:00:00,0.8668,0.4787,1.1537
eur_gbp,2011-05-30 01:00:00,0.8669,0.4552,1.1535
eur_gbp,2011-05-30 02:00:00,0.8670,0.4253,-1.1534
eur_gbp,2011-05-30 03:00:00,0.8669,0.5371,-10.3818
eur_gbp,2011-05-30 05:00:00,0.8660,0.5343,-1.1547
eur_gbp,2011-05-30 06:00:00,0.8659,0.4993,8.0841
eur_gbp,2011-05-30 07:00:00,0.8666,0.4580,4.6157
eur_gbp,2011-05-30 08:00:00,0.8670,0.4330,-2.3068
eur_gbp,2011-05-30 09:00:00,0.8668,0.5242,6.9220
eur_gbp,2011-05-30 10:00:00,0.8674,0.5173,-3.4586
eur_gbp,2011-05-30 11:00:00,0.8671,0.5136,-1.1533
eur_gbp,2011-05-30 13:00:00,0.8670,0.5053,2.3068
eur_gbp,2011-05-30 14:00:00,0.8672,0.4759,-1.1531
eur_gbp,2011-05-30 15:00:00,0.8671,0.4588,1.1533
eur_gbp,2011-05-30 16:00:00,0.8672,0.4770,-2.3063
eur_gbp,2011-05-30 17:00:00,0.8670,0.5038,0.0000
eur_gbp,2011-05-30 18:00:00,0.8670,0.4872,-1.1534
eur_gbp,2011-05-30 19:00:00,0.8669,0.4994,0.0000
eur_gbp,2011-05-30 20:00:00,0.8669,0.4861,1.1535
eur_gbp,2011-05-30 22:00:00,0.8670,0.4850,14.9942
eur_gbp,2011-05-30 23:00:00,0.8683,0.4530,4.6067
eur_gbp,2011-05-31 00:00:00,0.8687,0.4809,10.3603
eur_gbp,2011-05-31 01:00:00,0.8696,0.4988,17.2493
eur_gbp,2011-05-31 02:00:00,0.8711,0.4787,-19.5156
eur_gbp,2011-05-31 03:00:00,0.8694,0.5495,-4.6009
eur_gbp,2011-05-31 04:00:00,0.8690,0.5373,4.6030
eur_gbp,2011-05-31 05:00:00,0.8694,0.4352,5.7511
eur_gbp,2011-05-31 06:00:00,0.8699,0.3665,-10.3460
eur_gbp,2011-05-31 07:00:00,0.8690,0.5049,42.5777
eur_gbp,2011-05-31 08:00:00,0.8727,0.4048,2.2917
eur_gbp,2011-05-31 09:00:00,0.8729,0.4706,8.0192
eur_gbp,2011-05-31 10:00:00,0.8736,0.5756,-8.0128
eur_gbp,2011-05-31 11:00:00,0.8729,0.6276,-16.0385
eur_gbp,2011-05-31 12:00:00,0.8715,0.5175,24.0964
eur_gbp,2011-05-31 13:00:00,0.8736,0.3924,8.0128
eur_gbp,2011-05-31 14:00:00,0.8743,0.3732,-10.2939
eur_gbp,2011-05-31 15:00:00,0.8734,0.4825,12.5945
eur_gbp,2011-05-31 16:00:00,0.8745,0.5620,-1.1435
eur_gbp,2011-05-31 17:00:00,0.8744,0.4874,2.2873
eur_gbp,2011-05-31 18:00:00,0.8746,0.4922,-4.5735
eur_gbp,2011-05-31 19:00:00,0.8742,0.5351,5.7195
eur_gbp,2011-05-31 20:00:00,0.8747,0.4521,2.2865
eur_gbp,2011-05-31 22:00:00,0.8749,0.4837,16.0018
eur_gbp,2011-05-31 23:00:00,0.8763,0.4626,-3.4235
eur_gbp,2011-06-01 00:00:00,0.8760,0.5221,-9.1324
eur_gbp,2011-06-01 01:00:00,0.8752,0.5630,3.4278
eur_gbp,2011-06-01 02:00:00,0.8755,0.5117,1.1422
eur_gbp,2011-06-01 03:00:00,0.8756,0.4454,-1.1421
eur_gbp,2011-06-01 04:00:00,0.8755,0.4663,4.5688
eur_gbp,2011-06-01 05:00:00,0.8759,0.4959,11.4168
eur_gbp,2011-06-01 06:00:00,0.8769,0.4556,-11.4038
eur_gbp,2011-06-01 07:00:00,0.8759,0.5452,-13.7002
eur_gbp,2011-06-01 08:00:00,0.8747,0.5866,43.4435
eur_gbp,2011-06-01 09:00:00,0.8785,0.3705,-15.9363
eur_gbp,2011-06-01 10:00:00,0.8771,0.4565,-3.4204
eur_gbp,2011-06-01 11:00:00,0.8768,0.5733,10.2646
eur_gbp,2011-06-01 12:00:00,0.8777,0.5357,19.3688
eur_gbp,2011-06-01 13:00:00,0.8794,0.3673,-4.5486
eur_gbp,2011-06-01 14:00:00,0.8790,0.5149,5.6883
eur_gbp,2011-06-01 15:00:00,0.8795,0.5327,11.3701
eur_gbp,2011-06-01 16:00:00,0.8805,0.4488,-14.7643
eur_gbp,2011-06-01 17:00:00,0.8792,0.5370,2.2748
eur_gbp,2011-06-01 18:00:00,0.8794,0.5204,-11.3714
eur_gbp,2011-06-01 19:00:00,0.8784,0.4921,-9.1075
eur_gbp,2011-06-01 20:00:00,0.8776,0.4779,1.1395
eur_gbp,2011-06-01 22:00:00,0.8777,0.4933,2.2787
eur_gbp,2011-06-01 23:00:00,0.8779,0.4445,0.0000
eur_gbp,2011-06-02 00:00:00,0.8779,0.5056,4.5563
eur_gbp,2011-06-02 01:00:00,0.8783,0.5511,2.2771
eur_gbp,2011-06-02 02:00:00,0.8785,0.5122,9.1064
eur_gbp,2011-06-02 03:00:00,0.8793,0.5066,-1.1373
eur_gbp,2011-06-02 04:00:00,0.8792,0.5246,0.0000
eur_gbp,2011-06-02 05:00:00,0.8792,0.5143,-3.4122
eur_gbp,2011-06-02 06:00:00,0.8789,0.5065,14.7912
eur_gbp,2011-06-02 07:00:00,0.8802,0.4266,19.3138
eur_gbp,2011-06-02 08:00:00,0.8819,0.3931,-20.4105
eur_gbp,2011-06-02 09:00:00,0.8801,0.5529,18.1798
eur_gbp,2011-06-02 10:00:00,0.8817,0.5218,19.2809
eur_gbp,2011-06-02 11:00:00,0.8834,0.4107,-5.6600
eur_gbp,2011-06-02 12:00:00,0.8829,0.4694,2.2653
eur_gbp,2011-06-02 13:00:00,0.8831,0.5754,7.9266
eur_gbp,2011-06-02 14:00:00,0.8838,0.4740,2.2630
eur_gbp,2011-06-02 15:00:00,0.8840,0.4518,-3.3937
eur_gbp,2011-06-02 16:00:00,0.8837,0.5399,9.0528
eur_gbp,2011-06-02 17:00:00,0.8845,0.4714,18.0893
eur_gbp,2011-06-02 18:00:00,0.8861,0.4237,-10.1569
eur_gbp,2011-06-02 19:00:00,0.8852,0.5488,1.1297
eur_gbp,2011-06-02 20:00:00,0.8853,0.5780,-1.1296
eur_gbp,2011-06-02 22:00:00,0.8852,0.5250,-1.1297
eur_gbp,2011-06-02 23:00:00,0.8851,0.4802,-3.3894
eur_gbp,2011-06-03 00:00:00,0.8848,0.5141,7.9114
eur_gbp,2011-06-03 01:00:00,0.8855,0.4578,6.7758
eur_gbp,2011-06-03 02:00:00,0.8861,0.4687,2.2571
