pair,ttime,cp,upprob,pipgain
aud_usd,2011-05-19 08:00:00,1.0651,0.4812,-17.8387
aud_usd,2011-05-19 09:00:00,1.0632,0.5344,35.7412
aud_usd,2011-05-19 10:00:00,1.0670,0.5215,0.0000
aud_usd,2011-05-19 11:00:00,1.0670,0.4345,-21.5558
aud_usd,2011-05-19 12:00:00,1.0647,0.5228,-4.6962
aud_usd,2011-05-19 13:00:00,1.0642,0.5576,7.5174
aud_usd,2011-05-19 14:00:00,1.0650,0.5183,-34.7418
aud_usd,2011-05-19 15:00:00,1.0613,0.5394,-0.9422
aud_usd,2011-05-19 16:00:00,1.0612,0.6134,25.4429
aud_usd,2011-05-19 17:00:00,1.0639,0.5178,13.1591
aud_usd,2011-05-19 18:00:00,1.0653,0.4725,7.5096
aud_usd,2011-05-19 19:00:00,1.0661,0.4934,9.3800
aud_usd,2011-05-19 20:00:00,1.0671,0.4843,-6.5598
aud_usd,2011-05-19 22:00:00,1.0664,0.4874,2.8132
aud_usd,2011-05-19 23:00:00,1.0667,0.5164,0.9375
aud_usd,2011-05-20 00:00:00,1.0668,0.4797,-4.6869
aud_usd,2011-05-20 02:00:00,1.0663,0.4878,5.6269
aud_usd,2011-05-20 03:00:00,1.0669,0.5057,0.0000
aud_usd,2011-05-20 04:00:00,1.0669,0.5005,-3.7492
aud_usd,2011-05-20 05:00:00,1.0665,0.5210,-0.9376
aud_usd,2011-05-20 06:00:00,1.0664,0.5320,-5.6264
aud_usd,2011-05-20 07:00:00,1.0658,0.5245,25.3331
aud_usd,2011-05-20 08:00:00,1.0685,0.5213,6.5512
aud_usd,2011-05-20 09:00:00,1.0692,0.4338,-3.7411
aud_usd,2011-05-20 10:00:00,1.0688,0.4747,-33.6826
aud_usd,2011-05-20 11:00:00,1.0652,0.5214,1.8776
aud_usd,2011-05-20 12:00:00,1.0654,0.6052,24.4040
aud_usd,2011-05-20 13:00:00,1.0680,0.5154,-46.8165
aud_usd,2011-05-20 14:00:00,1.0630,0.4840,-5.6444
aud_usd,2011-05-20 15:00:00,1.0624,0.6549,17.8840
aud_usd,2011-05-20 16:00:00,1.0643,0.5710,31.9459
aud_usd,2011-05-20 17:00:00,1.0677,0.4974,20.6050
aud_usd,2011-05-20 18:00:00,1.0699,0.4391,-3.7387
aud_usd,2011-05-20 19:00:00,1.0695,0.4420,-21.5054
aud_usd,2011-05-20 20:00:00,1.0672,0.5092,-23.4258
aud_usd,2011-05-22 22:00:00,1.0647,0.5847,-22.5416
aud_usd,2011-05-22 23:00:00,1.0623,0.5828,12.2376
aud_usd,2011-05-23 00:00:00,1.0636,0.5890,-26.3257
aud_usd,2011-05-23 01:00:00,1.0608,0.5257,-7.5415
aud_usd,2011-05-23 02:00:00,1.0600,0.6454,-17.9245
aud_usd,2011-05-23 03:00:00,1.0581,0.6191,-13.2313
aud_usd,2011-05-23 04:00:00,1.0567,0.6462,3.7854
aud_usd,2011-05-23 05:00:00,1.0571,0.6314,-14.1898
aud_usd,2011-05-23 06:00:00,1.0556,0.5794,-7.5786
aud_usd,2011-05-23 07:00:00,1.0548,0.6069,8.5324
aud_usd,2011-05-23 08:00:00,1.0557,0.5957,-17.9975
aud_usd,2011-05-23 09:00:00,1.0538,0.5440,-12.3363
aud_usd,2011-05-23 10:00:00,1.0525,0.6211,-3.8005
aud_usd,2011-05-23 11:00:00,1.0521,0.6108,5.7029
aud_usd,2011-05-23 12:00:00,1.0527,0.5834,-12.3492
aud_usd,2011-05-23 13:00:00,1.0514,0.5466,7.6089
aud_usd,2011-05-23 14:00:00,1.0522,0.5865,-15.2062
aud_usd,2011-05-23 15:00:00,1.0506,0.5223,-10.4702
aud_usd,2011-05-23 16:00:00,1.0495,0.6018,13.3397
aud_usd,2011-05-23 17:00:00,1.0509,0.5725,5.7094
aud_usd,2011-05-23 18:00:00,1.0515,0.4976,11.4123
aud_usd,2011-05-23 19:00:00,1.0527,0.5025,-19.9487
aud_usd,2011-05-23 20:00:00,1.0506,0.4873,4.7592
aud_usd,2011-05-23 22:00:00,1.0511,0.5785,-6.6597
aud_usd,2011-05-23 23:00:00,1.0504,0.5180,-7.6161
aud_usd,2011-05-24 00:00:00,1.0496,0.5522,25.7241
aud_usd,2011-05-24 01:00:00,1.0523,0.5384,3.8012
aud_usd,2011-05-24 02:00:00,1.0527,0.4456,-10.4493
aud_usd,2011-05-24 03:00:00,1.0516,0.4969,30.4298
aud_usd,2011-05-24 04:00:00,1.0548,0.5226,0.9480
aud_usd,2011-05-24 05:00:00,1.0549,0.4138,-1.8959
aud_usd,2011-05-24 06:00:00,1.0547,0.4872,7.5851
aud_usd,2011-05-24 07:00:00,1.0555,0.4928,-6.6319
aud_usd,2011-05-24 08:00:00,1.0548,0.4651,16.1168
