pair,ttime,cp,upprob,pipgain
nzd_usd,2011-04-14 05:00:00,0.7921,0.3565,30.2992
nzd_usd,2011-04-14 06:00:00,0.7945,0.3811,-25.1731
nzd_usd,2011-04-14 09:00:00,0.7925,0.4398,-37.8549
nzd_usd,2011-04-14 10:00:00,0.7895,0.6348,-13.9329
nzd_usd,2011-04-14 11:00:00,0.7884,0.6518,15.2207
nzd_usd,2011-04-14 12:00:00,0.7896,0.5754,2.5329
nzd_usd,2011-04-14 13:00:00,0.7898,0.4972,10.1291
nzd_usd,2011-04-14 14:00:00,0.7906,0.4531,15.1783
nzd_usd,2011-04-14 15:00:00,0.7918,0.3921,-1.2629
nzd_usd,2011-04-14 16:00:00,0.7917,0.3971,23.9990
nzd_usd,2011-04-14 17:00:00,0.7936,0.4131,-12.6008
nzd_usd,2011-04-14 18:00:00,0.7926,0.4286,3.7850
nzd_usd,2011-04-14 19:00:00,0.7929,0.5307,6.3060
nzd_usd,2011-04-14 22:00:00,0.7934,0.4678,-3.7812
nzd_usd,2011-04-14 23:00:00,0.7931,0.4974,16.3914
nzd_usd,2011-04-15 00:00:00,0.7944,0.4834,-3.7764
nzd_usd,2011-04-15 02:00:00,0.7941,0.4562,-10.0743
nzd_usd,2011-04-15 03:00:00,0.7933,0.5396,18.9084
nzd_usd,2011-04-15 04:00:00,0.7948,0.4755,-5.0327
nzd_usd,2011-04-15 05:00:00,0.7944,0.4496,8.8117
nzd_usd,2011-04-15 06:00:00,0.7951,0.4711,-3.7731
nzd_usd,2011-04-15 07:00:00,0.7948,0.4466,-1.2582
nzd_usd,2011-04-15 08:00:00,0.7947,0.4981,11.3250
nzd_usd,2011-04-15 09:00:00,0.7956,0.4528,-7.5415
nzd_usd,2011-04-15 11:00:00,0.7950,0.4717,22.6415
nzd_usd,2011-04-15 12:00:00,0.7968,0.4637,-27.6104
nzd_usd,2011-04-15 13:00:00,0.7946,0.4772,16.3604
nzd_usd,2011-04-15 14:00:00,0.7959,0.5280,13.8208
nzd_usd,2011-04-15 15:00:00,0.7970,0.4108,-1.2547
nzd_usd,2011-04-15 16:00:00,0.7969,0.4690,16.3132
nzd_usd,2011-04-15 18:00:00,0.7982,0.4360,8.7697
nzd_usd,2011-04-15 19:00:00,0.7989,0.4171,3.7552
nzd_usd,2011-04-15 20:00:00,0.7992,0.4579,-1.2513
nzd_usd,2011-04-17 22:00:00,0.7991,0.4568,-28.7824
nzd_usd,2011-04-17 23:00:00,0.7968,0.5726,-33.8855
nzd_usd,2011-04-18 00:00:00,0.7941,0.6521,-10.0743
nzd_usd,2011-04-18 01:00:00,0.7933,0.6309,10.0845
nzd_usd,2011-04-18 02:00:00,0.7941,0.5432,13.8522
nzd_usd,2011-04-18 04:00:00,0.7952,0.4453,-18.8632
nzd_usd,2011-04-18 05:00:00,0.7937,0.4568,-1.2599
nzd_usd,2011-04-18 06:00:00,0.7936,0.4901,-7.5605
nzd_usd,2011-04-18 07:00:00,0.7930,0.4839,-11.3493
nzd_usd,2011-04-18 08:00:00,0.7921,0.5349,-10.0997
nzd_usd,2011-04-18 09:00:00,0.7913,0.5591,2.5275
nzd_usd,2011-04-18 10:00:00,0.7915,0.5529,-16.4245
nzd_usd,2011-04-18 11:00:00,0.7902,0.5386,-34.1686
nzd_usd,2011-04-18 12:00:00,0.7875,0.6061,-6.3492
nzd_usd,2011-04-18 13:00:00,0.7870,0.6229,-12.7065
nzd_usd,2011-04-18 14:00:00,0.7860,0.5825,-1.2723
nzd_usd,2011-04-18 15:00:00,0.7859,0.5695,10.1794
nzd_usd,2011-04-18 16:00:00,0.7867,0.4823,15.2536
nzd_usd,2011-04-18 17:00:00,0.7879,0.4296,12.6920
nzd_usd,2011-04-18 18:00:00,0.7889,0.3956,8.8731
nzd_usd,2011-04-18 19:00:00,0.7896,0.4196,17.7305
nzd_usd,2011-04-18 20:00:00,0.7910,0.4552,-27.8129
nzd_usd,2011-04-18 22:00:00,0.7888,0.5161,-38.0325
nzd_usd,2011-04-18 23:00:00,0.7858,0.6675,13.9985
nzd_usd,2011-04-19 00:00:00,0.7869,0.6357,11.4373
nzd_usd,2011-04-19 01:00:00,0.7878,0.5267,-40.6194
nzd_usd,2011-04-19 02:00:00,0.7846,0.5667,20.3926
nzd_usd,2011-04-19 03:00:00,0.7862,0.5594,-17.8072
nzd_usd,2011-04-19 04:00:00,0.7848,0.4770,-8.9195
nzd_usd,2011-04-19 06:00:00,0.7841,0.5425,-3.8260
nzd_usd,2011-04-19 07:00:00,0.7838,0.4977,31.8959
nzd_usd,2011-04-19 08:00:00,0.7863,0.4739,-3.8153
nzd_usd,2011-04-19 09:00:00,0.7860,0.4053,30.5344
nzd_usd,2011-04-19 10:00:00,0.7884,0.4165,-10.1471
nzd_usd,2011-04-19 11:00:00,0.7876,0.4283,11.4271
nzd_usd,2011-04-19 12:00:00,0.7885,0.5011,-8.8776
nzd_usd,2011-04-19 13:00:00,0.7878,0.5000,8.8855
nzd_usd,2011-04-19 14:00:00,0.7885,0.5607,-8.8776
nzd_usd,2011-04-19 15:00:00,0.7878,0.5322,-7.6161
nzd_usd,2011-04-19 16:00:00,0.7872,0.5411,10.1626
nzd_usd,2011-04-19 17:00:00,0.7880,0.5112,0.0000
nzd_usd,2011-04-19 18:00:00,0.7880,0.4786,-11.4213
nzd_usd,2011-04-19 19:00:00,0.7871,0.5016,7.6229
nzd_usd,2011-04-19 20:00:00,0.7877,0.4900,17.7733
nzd_usd,2011-04-19 23:00:00,0.7891,0.4345,13.9399
nzd_usd,2011-04-20 00:00:00,0.7902,0.4011,20.2480
nzd_usd,2011-04-20 01:00:00,0.7918,0.3876,21.4701
nzd_usd,2011-04-20 02:00:00,0.7935,0.3854,8.8217
nzd_usd,2011-04-20 03:00:00,0.7942,0.4018,-7.5548
nzd_usd,2011-04-20 04:00:00,0.7936,0.4744,-8.8206
nzd_usd,2011-04-20 05:00:00,0.7929,0.5379,1.2612
